N,DateTime,PozKontS,Longitude,Latitude,RPM,Power,Current,Voltage,Speed,even,odd
1751,8/30/2021 1:22,0,,,356,0,0,1,25,0,
1752,8/30/2021 1:22,0,,,356,0,0,1,24,0,
1753,8/30/2021 1:22,0,,,356,0,0,1,23,0,
1754,8/30/2021 1:22,0,,,356,0,0,1,22,0,
1755,8/30/2021 1:22,0,,,356,0,0,1,21,0,
1756,8/30/2021 1:22,0,,,356,0,0,1,19,0,
1757,8/30/2021 1:22,0,,,356,0,0,1,19,0,
1758,8/30/2021 1:22,0,,,356,0,0,1,19,0,
1759,8/30/2021 1:22,0,,,356,0,0,1,19,0,
1760,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1761,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1762,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1763,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1764,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1765,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1766,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1767,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1768,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1769,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1770,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1771,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1772,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1773,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1774,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1775,8/30/2021 1:23,0,,,356,0,0,1,20,0,
1776,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1777,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1778,8/30/2021 1:23,0,,,356,0,0,1,19,0,
1779,8/30/2021 1:23,0,,,356,0,0,1,20,0,
1780,8/30/2021 1:24,0,,,356,0,0,1,20,0,
1781,8/30/2021 1:24,0,,,356,0,0,1,20,0,
1782,8/30/2021 1:24,0,,,356,0,0,1,18,0,
1783,8/30/2021 1:24,0,,,356,0,0,1,18,0,
1784,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1785,8/30/2021 1:24,0,,,356,0,0,1,18,0,
1786,8/30/2021 1:24,0,,,356,0,0,1,18,0,
1787,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1788,8/30/2021 1:24,0,,,356,0,0,1,20,0,
1789,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1790,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1791,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1792,8/30/2021 1:24,0,,,356,0,0,1,20,0,
1793,8/30/2021 1:24,0,,,356,0,0,1,20,0,
1794,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1795,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1796,8/30/2021 1:24,0,,,356,0,0,1,21,0,
1797,8/30/2021 1:24,0,,,356,0,0,1,15,0,
1798,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1799,8/30/2021 1:24,0,,,356,0,0,1,19,0,
1800,8/30/2021 1:25,0,,,356,0,0,1,22,0,
1801,8/30/2021 1:25,0,,,356,0,0,1,21,0,
1802,8/30/2021 1:25,0,,,356,0,0,1,21,0,
1803,8/30/2021 1:25,0,,,356,0,0,1,22,0,
1804,8/30/2021 1:25,0,,,356,0,0,1,21,0,
1805,8/30/2021 1:25,0,,,356,0,0,1,22,0,
1806,8/30/2021 1:25,0,,,356,0,0,1,19,0,
1807,8/30/2021 1:25,0,,,356,0,0,1,16,0,
1808,8/30/2021 1:25,0,,,356,0,0,1,20,0,
1809,8/30/2021 1:25,0,,,356,0,0,1,22,0,
1810,8/30/2021 1:25,0,,,356,0,0,1,25,0,
1811,8/30/2021 1:25,0,,,356,0,0,1,25,0,
1812,8/30/2021 1:25,0,,,352,0,0,1,26,0,
1813,8/30/2021 1:25,0,,,352,0,0,1,26,0,
1814,8/30/2021 1:25,0,,,352,0,0,1,26,0,
1815,8/30/2021 1:25,0,,,356,0,0,1,27,0,
1816,8/30/2021 1:25,0,,,356,0,0,1,27,0,
1817,8/30/2021 1:25,0,,,356,0,0,1,29,0,
1818,8/30/2021 1:25,0,,,356,0,0,1,29,0,
1819,8/30/2021 1:25,0,,,356,0,0,1,30,0,
1820,8/30/2021 1:26,0,,,356,0,0,1,29,0,
1821,8/30/2021 1:26,0,,,356,0,0,1,31,0,
1822,8/30/2021 1:26,0,,,356,0,0,1,30,0,
1823,8/30/2021 1:26,0,,,356,0,0,1,32,0,
1824,8/30/2021 1:26,0,,,356,0,0,1,33,0,
1825,8/30/2021 1:26,0,,,356,0,0,1,34,0,
1826,8/30/2021 1:26,0,,,356,0,0,1,34,0,
1827,8/30/2021 1:26,0,,,356,0,0,1,34,0,
1828,8/30/2021 1:26,0,,,356,0,0,1,35,0,
1829,8/30/2021 1:26,0,,,356,0,0,1,36,0,
1830,8/30/2021 1:26,0,,,356,0,0,1,37,0,
1831,8/30/2021 1:26,0,,,356,0,0,1,37,0,
1832,8/30/2021 1:26,0,,,356,0,0,1,38,0,
1833,8/30/2021 1:26,0,,,356,0,0,1,39,0,
1834,8/30/2021 1:26,0,,,356,0,0,1,40,0,
1835,8/30/2021 1:26,0,,,356,0,0,1,40,0,
1836,8/30/2021 1:26,0,,,352,0,0,1,41,0,
1837,8/30/2021 1:26,0,,,352,0,0,1,42,0,
1838,8/30/2021 1:26,0,,,352,0,0,1,39,0,
1839,8/30/2021 1:26,0,,,356,0,0,1,42,0,
1840,8/30/2021 1:27,0,,,352,0,0,1,41,0,
1841,8/30/2021 1:27,0,,,352,0,0,1,39,0,
1842,8/30/2021 1:27,0,,,352,0,0,1,38,0,
1843,8/30/2021 1:27,0,,,356,0,0,1,36,0,
1844,8/30/2021 1:27,0,,,356,0,0,1,34,0,
1845,8/30/2021 1:27,0,,,356,0,0,1,32,0,
1846,8/30/2021 1:27,0,,,356,0,0,1,29,0,
1847,8/30/2021 1:27,0,,,356,0,0,1,26,0,
1848,8/30/2021 1:27,0,,,356,0,0,1,25,0,
1849,8/30/2021 1:27,0,,,356,0,0,1,23,0,
1850,8/30/2021 1:27,0,,,356,0,0,1,21,0,
1851,8/30/2021 1:27,0,,,356,0,0,1,18,0,
1852,8/30/2021 1:27,0,,,356,0,0,1,14,0,
1853,8/30/2021 1:27,0,,,356,0,0,1,13,0,
1854,8/30/2021 1:27,0,,,356,0,0,1,9,0,
1855,8/30/2021 1:27,0,,,356,0,0,1,7,0,
1856,8/30/2021 1:27,0,,,356,0,0,1,5,0,
1857,8/30/2021 1:27,0,,,356,0,0,1,2,0,
1858,8/30/2021 1:27,0,,,356,0,0,1,0,0,
1859,8/30/2021 1:27,0,,,356,0,0,1,0,0,
1860,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1861,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1862,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1863,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1864,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1865,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1866,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1867,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1868,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1869,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1870,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1871,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1872,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1873,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1874,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1875,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1876,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1877,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1878,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1879,8/30/2021 1:28,0,,,356,0,0,1,0,0,
1880,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1881,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1882,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1883,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1884,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1885,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1886,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1887,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1888,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1889,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1890,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1891,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1892,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1893,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1894,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1895,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1896,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1897,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1898,8/30/2021 1:29,0,,,356,0,0,1,0,0,
1899,8/30/2021 1:29,0,,,356,0,0,0,0,0,
1900,8/30/2021 1:30,0,,,356,0,0,1,0,0,
1901,8/30/2021 1:30,0,,,356,0,0,1,0,0,
1902,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1903,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1904,8/30/2021 1:30,0,,,356,0,0,1,0,0,
1905,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1906,8/30/2021 1:30,0,,,356,0,0,1,0,0,
1907,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1908,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1909,8/30/2021 1:30,0,,,356,0,0,1,0,0,
1910,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1911,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1912,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1913,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1914,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1915,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1916,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1917,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1918,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1919,8/30/2021 1:30,0,,,356,0,0,0,0,0,
1920,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1921,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1922,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1923,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1924,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1925,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1926,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1927,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1928,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1929,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1930,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1931,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1932,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1933,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1934,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1935,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1936,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1937,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1938,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1939,8/30/2021 1:31,0,,,356,0,0,0,0,0,
1940,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1941,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1942,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1943,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1944,8/30/2021 1:32,0,,,352,0,0,0,0,0,
1945,8/30/2021 1:32,0,,,352,0,0,0,0,0,
1946,8/30/2021 1:32,0,,,352,0,0,0,0,0,
1947,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1948,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1949,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1950,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1951,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1952,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1953,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1954,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1955,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1956,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1957,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1958,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1959,8/30/2021 1:32,0,,,356,0,0,0,0,0,
1960,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1961,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1962,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1963,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1964,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1965,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1966,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1967,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1968,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1969,8/30/2021 1:33,0,,,352,0,0,0,0,0,
1970,8/30/2021 1:33,0,,,352,0,0,0,0,0,
1971,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1972,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1973,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1974,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1975,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1976,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1977,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1978,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1979,8/30/2021 1:33,0,,,356,0,0,0,0,0,
1980,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1981,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1982,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1983,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1984,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1985,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1986,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1987,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1988,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1989,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1990,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1991,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1992,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1993,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1994,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1995,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1996,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1997,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1998,8/30/2021 1:34,0,,,356,0,0,0,0,0,
1999,8/30/2021 1:34,0,,,356,0,0,0,0,0,
2000,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2001,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2002,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2003,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2004,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2005,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2006,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2007,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2008,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2009,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2010,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2011,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2012,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2013,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2014,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2015,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2016,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2017,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2018,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2019,8/30/2021 1:35,0,,,356,0,0,0,0,0,
2020,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2021,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2022,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2023,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2024,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2025,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2026,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2027,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2028,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2029,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2030,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2031,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2032,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2033,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2034,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2035,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2036,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2037,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2038,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2039,8/30/2021 1:36,0,,,356,0,0,0,0,0,
2040,8/30/2021 1:37,0,,,356,0,0,0,0,0,
2041,8/30/2021 1:37,0,,,356,0,0,0,0,0,
2042,8/30/2021 1:37,0,,,356,0,0,0,0,0,
2043,8/30/2021 1:37,0,,,356,0,0,0,0,0,
2044,8/30/2021 1:37,0,,,356,0,0,0,0,0,
2045,8/30/2021 1:37,1,,,356,18,1412,13,0,,18
2046,8/30/2021 1:37,1,,,368,29,1952,15,0,,29
2047,8/30/2021 1:37,1,,,364,26,1388,19,0,,26
2048,8/30/2021 1:37,1,,,368,30,1170,26,1,,30
2049,8/30/2021 1:37,1,,,364,36,1317,28,2,,36
2050,8/30/2021 1:37,1,,,364,34,1176,29,2,,34
2051,8/30/2021 1:37,2,,,364,36,1156,32,2,36,
2052,8/30/2021 1:37,2,,,384,88,1709,52,3,88,
2053,8/30/2021 1:37,2,,,392,90,1533,59,4,90,
2054,8/30/2021 1:37,3,,,392,101,1533,66,4,,101
2055,8/30/2021 1:37,3,,,412,147,1758,84,5,,147
2056,8/30/2021 1:37,4,,,420,167,1779,94,6,167,
2057,8/30/2021 1:37,4,,,448,263,2217,119,6,263,
2058,8/30/2021 1:37,5,,,452,281,2165,130,7,,281
2059,8/30/2021 1:37,5,,,468,375,2453,153,9,,375
2060,8/30/2021 1:38,5,,,480,392,2405,163,11,,392
2061,8/30/2021 1:38,5,,,484,397,2312,172,10,,397
2062,8/30/2021 1:38,6,,,488,424,2293,185,11,424,
2063,8/30/2021 1:38,6,,,512,521,2506,208,13,521,
2064,8/30/2021 1:38,6,,,516,535,2455,218,14,535,
2065,8/30/2021 1:38,7,,,516,567,2458,231,15,,567
2066,8/30/2021 1:38,7,,,540,670,2631,255,16,,670
2067,8/30/2021 1:38,7,,,544,673,2559,263,15,,673
2068,8/30/2021 1:38,7,,,544,696,2534,275,18,,696
2069,8/30/2021 1:38,8,,,560,717,2499,287,20,717,
2070,8/30/2021 1:38,8,,,572,816,2659,307,20,816,
2071,8/30/2021 1:38,8,,,604,812,2570,316,21,812,
2072,8/30/2021 1:38,8,,,600,831,2543,327,22,831,
2073,8/30/2021 1:38,9,,,600,833,2497,334,24,,833
2074,8/30/2021 1:38,9,,,608,917,2600,353,24,,917
2075,8/30/2021 1:38,9,,,636,980,2650,370,25,,980
2076,8/30/2021 1:38,9,,,636,988,2608,379,26,,988
2077,8/30/2021 1:38,9,,,640,978,2535,386,27,,978
2078,8/30/2021 1:38,9,,,636,991,2511,395,27,,991
2079,8/30/2021 1:38,10,,,640,1078,2625,411,28,1078,
2080,8/30/2021 1:39,10,,,676,1114,2634,423,29,1114,
2081,8/30/2021 1:39,10,,,668,1140,2635,433,30,1140,
2082,8/30/2021 1:39,11,,,672,1164,2629,443,31,,1164
2083,8/30/2021 1:39,11,,,696,1239,2712,457,32,,1239
2084,8/30/2021 1:39,11,,,712,1280,2731,469,33,,1280
2085,8/30/2021 1:39,11,,,712,1290,2712,476,33,,1290
2086,8/30/2021 1:39,12,,,716,1352,2772,488,34,1352,
2087,8/30/2021 1:39,12,,,744,1423,2831,503,35,1423,
2088,8/30/2021 1:39,12,,,748,1448,2823,513,35,1448,
2089,8/30/2021 1:39,13,,,748,1492,2853,523,36,,1492
2090,8/30/2021 1:39,13,,,768,1559,2910,536,37,,1559
2091,8/30/2021 1:39,13,,,780,1601,2928,547,37,,1601
2092,8/30/2021 1:39,13,,,784,1617,2919,554,38,,1617
2093,8/30/2021 1:39,13,,,788,1587,2855,556,38,,1587
2094,8/30/2021 1:39,13,,,784,1602,2846,563,39,,1602
2095,8/30/2021 1:39,14,,,784,1644,2870,573,40,1644,
2096,8/30/2021 1:39,14,,,808,1784,3451,517,40,1784,
2097,8/30/2021 1:39,14,,,816,1720,3360,512,41,1720,
2098,8/30/2021 1:39,14,,,820,1694,3304,513,41,1694,
2099,8/30/2021 1:39,14,,,812,1709,3293,519,42,1709,
2100,8/30/2021 1:40,14,,,820,1704,3260,523,43,1704,
2101,8/30/2021 1:40,14,,,820,1693,3214,527,43,1693,
2102,8/30/2021 1:40,14,,,820,1717,3222,533,44,1717,
2103,8/30/2021 1:40,14,,,820,1701,3181,535,44,1701,
2104,8/30/2021 1:40,14,,,820,1707,3157,541,45,1707,
2105,8/30/2021 1:40,14,,,820,1703,3131,544,45,1703,
2106,8/30/2021 1:40,14,,,820,1704,3110,548,46,1704,
2107,8/30/2021 1:40,14,,,820,1708,3096,552,46,1708,
2108,8/30/2021 1:40,14,,,820,1706,3069,556,47,1706,
2109,8/30/2021 1:40,14,,,824,1694,3043,557,47,1694,
2110,8/30/2021 1:40,14,,,820,1715,3058,561,48,1715,
2111,8/30/2021 1:40,14,,,820,1703,3025,563,48,1703,
2112,8/30/2021 1:40,14,,,820,1712,3026,566,48,1712,
2113,8/30/2021 1:40,14,,,820,1718,3026,568,48,1718,
2114,8/30/2021 1:40,14,,,820,1714,3014,569,49,1714,
2115,8/30/2021 1:40,14,,,820,1720,3019,570,49,1720,
2116,8/30/2021 1:40,14,,,820,1726,3023,571,49,1726,
2117,8/30/2021 1:40,14,,,820,1722,3022,570,49,1722,
2118,8/30/2021 1:40,14,,,820,1739,3052,570,49,1739,
2119,8/30/2021 1:40,14,,,820,1720,3029,568,49,1720,
2120,8/30/2021 1:41,14,,,820,1721,3031,568,49,1721,
2121,8/30/2021 1:41,14,,,820,1726,3034,569,49,1726,
2122,8/30/2021 1:41,14,,,824,1730,3046,568,49,1730,
2123,8/30/2021 1:41,14,,,820,1728,3049,567,49,1728,
2124,8/30/2021 1:41,14,,,820,1728,3060,565,48,1728,
2125,8/30/2021 1:41,14,,,824,1717,3067,560,48,1717,
2126,8/30/2021 1:41,14,,,824,1718,3091,556,47,1718,
2127,8/30/2021 1:41,14,,,824,1717,3111,552,47,1717,
2128,8/30/2021 1:41,14,,,820,1725,3132,551,46,1725,
2129,8/30/2021 1:41,14,,,820,1732,3161,548,46,1732,
2130,8/30/2021 1:41,14,,,824,1718,3164,543,45,1718,
2131,8/30/2021 1:41,14,,,820,1723,3185,541,45,1723,
2132,8/30/2021 1:41,14,,,820,1727,3211,538,45,1727,
2133,8/30/2021 1:41,14,,,824,1713,3208,534,44,1713,
2134,8/30/2021 1:41,14,,,820,1704,3223,529,44,1704,
2135,8/30/2021 1:41,14,,,820,1714,3260,526,43,1714,
2136,8/30/2021 1:41,14,,,824,1717,3284,523,43,1717,
2137,8/30/2021 1:41,14,,,820,1708,3279,521,43,1708,
2138,8/30/2021 1:41,14,,,820,1717,3310,519,43,1717,
2139,8/30/2021 1:41,14,,,820,1704,3304,516,42,1704,
2140,8/30/2021 1:42,14,,,820,1711,3316,516,41,1711,
2141,8/30/2021 1:42,14,,,824,1712,3338,513,42,1712,
2142,8/30/2021 1:42,14,,,820,1719,3358,512,41,1719,
2143,8/30/2021 1:42,14,,,820,1709,3358,509,41,1709,
2144,8/30/2021 1:42,14,,,820,1705,3364,507,41,1705,
2145,8/30/2021 1:42,14,,,820,1699,3366,505,41,1699,
2146,8/30/2021 1:42,14,,,820,1701,3376,504,41,1701,
2147,8/30/2021 1:42,14,,,820,1708,3404,502,40,1708,
2148,8/30/2021 1:42,14,,,820,1690,3381,500,40,1690,
2149,8/30/2021 1:42,14,,,820,1700,3408,499,40,1700,
2150,8/30/2021 1:42,14,,,824,1697,3423,496,40,1697,
2151,8/30/2021 1:42,14,,,820,1702,3440,495,39,1702,
2152,8/30/2021 1:42,14,,,824,1705,3445,495,39,1705,
2153,8/30/2021 1:42,14,,,824,1705,3467,492,39,1705,
2154,8/30/2021 1:42,14,,,824,1701,3472,490,39,1701,
2155,8/30/2021 1:42,14,,,824,1701,3479,489,39,1701,
2156,8/30/2021 1:42,14,,,824,1701,3501,486,38,1701,
2157,8/30/2021 1:42,14,,,824,1697,3499,485,38,1697,
2158,8/30/2021 1:42,14,,,824,1697,3514,483,38,1697,
2159,8/30/2021 1:42,14,,,820,1696,3528,481,37,1696,
2160,8/30/2021 1:43,14,,,820,1696,3542,479,37,1696,
2161,8/30/2021 1:43,14,,,820,1707,3572,478,37,1707,
2162,8/30/2021 1:43,14,,,824,1701,3567,477,37,1701,
2163,8/30/2021 1:43,14,,,820,1702,3584,475,36,1702,
2164,8/30/2021 1:43,14,,,820,1684,3569,472,37,1684,
2165,8/30/2021 1:43,14,,,824,1693,3587,472,36,1693,
2166,8/30/2021 1:43,14,,,824,1687,3599,469,36,1687,
2167,8/30/2021 1:43,14,,,820,1694,3620,468,36,1694,
2168,8/30/2021 1:43,14,,,820,1694,3628,467,36,1694,
2169,8/30/2021 1:43,14,,,820,1697,3651,465,36,1697,
2170,8/30/2021 1:43,14,,,824,1687,3652,462,35,1687,
2171,8/30/2021 1:43,14,,,820,1682,3658,460,35,1682,
2172,8/30/2021 1:43,14,,,820,1696,3695,459,35,1696,
2173,8/30/2021 1:43,14,,,824,1696,3705,458,34,1696,
2174,8/30/2021 1:43,14,,,824,1684,3693,456,34,1684,
2175,8/30/2021 1:43,14,,,820,1691,3717,455,34,1691,
2176,8/30/2021 1:43,14,,,820,1684,3710,454,34,1684,
2177,8/30/2021 1:43,14,,,820,1689,3729,453,34,1689,
2178,8/30/2021 1:43,14,,,824,1690,3740,452,34,1690,
2179,8/30/2021 1:43,14,,,824,1676,3725,450,34,1676,
2180,8/30/2021 1:44,14,,,824,1678,3739,449,33,1678,
2181,8/30/2021 1:44,14,,,824,1688,3760,449,33,1688,
2182,8/30/2021 1:44,14,,,824,1693,3781,448,33,1693,
2183,8/30/2021 1:44,14,,,824,1684,3776,446,33,1684,
2184,8/30/2021 1:44,14,,,820,1682,3781,445,33,1682,
2185,8/30/2021 1:44,14,,,820,1689,3796,445,33,1689,
2186,8/30/2021 1:44,14,,,824,1677,3778,444,33,1677,
2187,8/30/2021 1:44,14,,,820,1687,3810,443,33,1687,
2188,8/30/2021 1:44,14,,,820,1690,3833,441,32,1690,
