N,DateTime,PozKontS,Longitude,Latitude,RPM,Power,Current,Voltage,Speed,even,odd
0,8/29/2021 23:55,0,,,352,0,0,0,0,0,
1,8/29/2021 23:55,0,,,352,0,0,0,0,0,
2,8/29/2021 23:55,0,,,356,0,0,0,0,0,
3,8/29/2021 23:55,0,,,356,0,0,0,0,0,
4,8/29/2021 23:55,0,,,356,0,0,0,0,0,
5,8/29/2021 23:55,0,,,352,0,0,0,0,0,
6,8/29/2021 23:55,0,,,352,0,0,0,0,0,
7,8/29/2021 23:55,0,,,352,0,0,0,0,0,
8,8/29/2021 23:55,0,,,356,0,0,0,0,0,
9,8/29/2021 23:55,0,,,356,0,0,0,0,0,
10,8/29/2021 23:55,0,,,352,0,0,0,0,0,
11,8/29/2021 23:55,0,,,352,0,0,0,0,0,
12,8/29/2021 23:55,0,,,352,0,0,0,0,0,
13,8/29/2021 23:55,0,,,356,0,0,0,0,0,
14,8/29/2021 23:55,0,,,356,0,0,0,0,0,
15,8/29/2021 23:55,0,,,352,0,0,0,0,0,
16,8/29/2021 23:55,0,,,352,0,0,0,0,0,
17,8/29/2021 23:55,0,,,352,0,0,0,0,0,
18,8/29/2021 23:55,0,,,356,0,0,0,0,0,
19,8/29/2021 23:55,0,,,356,0,0,0,0,0,
20,8/29/2021 23:56,0,,,352,0,0,0,0,0,
21,8/29/2021 23:56,0,,,352,0,0,0,0,0,
22,8/29/2021 23:56,0,,,352,0,0,0,0,0,
23,8/29/2021 23:56,0,,,356,0,0,0,0,0,
24,8/29/2021 23:56,0,,,360,0,0,0,0,0,
25,8/29/2021 23:56,0,,,356,0,0,0,0,0,
26,8/29/2021 23:56,0,,,348,0,0,0,0,0,
27,8/29/2021 23:56,0,,,352,0,0,0,0,0,
28,8/29/2021 23:56,0,,,356,0,0,0,0,0,
29,8/29/2021 23:56,0,,,360,0,0,0,0,0,
30,8/29/2021 23:56,0,,,356,0,0,0,0,0,
31,8/29/2021 23:56,0,,,352,0,0,0,0,0,
32,8/29/2021 23:56,0,,,352,0,0,0,0,0,
33,8/29/2021 23:56,0,,,356,0,0,0,0,0,
34,8/29/2021 23:56,0,,,360,0,0,0,0,0,
35,8/29/2021 23:56,0,,,356,0,0,0,0,0,
36,8/29/2021 23:56,0,,,352,0,0,0,0,0,
37,8/29/2021 23:56,0,,,352,0,0,0,0,0,
38,8/29/2021 23:56,0,,,356,0,0,0,0,0,
39,8/29/2021 23:56,0,,,360,0,0,0,0,0,
40,8/29/2021 23:57,0,,,356,0,0,0,0,0,
41,8/29/2021 23:57,0,,,352,0,0,0,0,0,
42,8/29/2021 23:57,0,,,352,0,0,0,0,0,
43,8/29/2021 23:57,0,,,356,0,0,0,0,0,
44,8/29/2021 23:57,0,,,356,0,0,0,0,0,
45,8/29/2021 23:57,0,,,356,0,0,0,0,0,
46,8/29/2021 23:57,0,,,352,0,0,0,0,0,
47,8/29/2021 23:57,0,,,352,0,0,0,0,0,
48,8/29/2021 23:57,0,,,352,0,0,0,0,0,
49,8/29/2021 23:57,0,,,356,0,0,0,0,0,
50,8/29/2021 23:57,0,,,356,0,0,0,0,0,
51,8/29/2021 23:57,0,,,352,0,0,0,0,0,
52,8/29/2021 23:57,0,,,352,0,0,0,0,0,
53,8/29/2021 23:57,0,,,352,0,0,0,0,0,
54,8/29/2021 23:57,0,,,356,0,0,0,0,0,
55,8/29/2021 23:57,0,,,356,0,0,0,0,0,
56,8/29/2021 23:57,0,,,352,0,0,0,0,0,
57,8/29/2021 23:57,0,,,352,0,0,0,0,0,
58,8/29/2021 23:57,0,,,352,0,0,0,0,0,
59,8/29/2021 23:57,0,,,356,0,0,0,0,0,
60,8/29/2021 23:58,0,,,356,0,0,0,0,0,
61,8/29/2021 23:58,0,,,352,0,0,0,0,0,
62,8/29/2021 23:58,0,,,352,0,0,0,0,0,
63,8/29/2021 23:58,0,,,352,0,0,0,0,0,
64,8/29/2021 23:58,0,,,356,0,0,0,0,0,
65,8/29/2021 23:58,0,,,356,0,0,0,0,0,
66,8/29/2021 23:58,0,,,356,0,0,0,0,0,
67,8/29/2021 23:58,0,,,352,0,0,0,0,0,
68,8/29/2021 23:58,0,,,352,0,0,0,0,0,
69,8/29/2021 23:58,0,,,356,0,0,0,0,0,
70,8/29/2021 23:58,0,,,360,0,0,0,0,0,
71,8/29/2021 23:58,0,,,356,0,0,0,0,0,
72,8/29/2021 23:58,0,,,352,0,0,0,0,0,
73,8/29/2021 23:58,0,,,352,0,0,0,0,0,
74,8/29/2021 23:58,0,,,356,0,0,0,0,0,
75,8/29/2021 23:58,0,,,360,0,0,0,0,0,
76,8/29/2021 23:58,0,,,356,0,0,0,0,0,
77,8/29/2021 23:58,0,,,352,0,0,0,0,0,
78,8/29/2021 23:58,0,,,352,0,0,0,0,0,
79,8/29/2021 23:58,0,,,356,0,0,0,0,0,
80,8/29/2021 23:59,0,,,356,0,0,0,0,0,
81,8/29/2021 23:59,0,,,356,0,0,0,0,0,
82,8/29/2021 23:59,0,,,352,0,0,0,0,0,
83,8/29/2021 23:59,0,,,352,0,0,0,0,0,
84,8/29/2021 23:59,0,,,352,0,0,0,0,0,
85,8/29/2021 23:59,0,,,356,0,0,0,0,0,
86,8/29/2021 23:59,0,,,356,0,0,0,0,0,
87,8/29/2021 23:59,0,,,352,0,0,0,0,0,
88,8/29/2021 23:59,0,,,352,0,0,0,0,0,
89,8/29/2021 23:59,0,,,352,0,0,0,0,0,
90,8/29/2021 23:59,0,,,356,0,0,0,0,0,
91,8/29/2021 23:59,0,,,356,0,0,0,0,0,
92,8/29/2021 23:59,0,,,352,0,0,0,0,0,
93,8/29/2021 23:59,0,,,352,0,0,0,0,0,
94,8/29/2021 23:59,0,,,352,0,0,0,0,0,
95,8/29/2021 23:59,0,,,356,0,0,0,0,0,
96,8/29/2021 23:59,0,,,356,0,0,0,0,0,
97,8/29/2021 23:59,0,,,356,0,0,0,0,0,
98,8/29/2021 23:59,0,,,352,0,0,0,0,0,
99,8/29/2021 23:59,0,,,352,0,0,0,0,0,
100,8/30/2021 0:00,0,,,356,0,0,0,0,0,
101,8/30/2021 0:00,0,,,356,0,0,0,0,0,
102,8/30/2021 0:00,0,,,356,0,0,0,0,0,
103,8/30/2021 0:00,0,,,352,0,0,0,0,0,
104,8/30/2021 0:00,0,,,352,0,0,0,0,0,
105,8/30/2021 0:00,0,,,356,0,0,0,0,0,
106,8/30/2021 0:00,0,,,356,0,0,0,0,0,
107,8/30/2021 0:00,0,,,352,0,0,0,0,0,
108,8/30/2021 0:00,0,,,352,0,0,0,0,0,
109,8/30/2021 0:00,0,,,352,0,0,0,0,0,
110,8/30/2021 0:00,0,,,356,0,0,0,0,0,
111,8/30/2021 0:00,0,,,356,0,0,0,0,0,
112,8/30/2021 0:00,0,,,356,0,0,0,0,0,
113,8/30/2021 0:00,0,,,352,0,0,0,0,0,
114,8/30/2021 0:00,0,,,352,0,0,0,0,0,
115,8/30/2021 0:00,0,,,356,0,0,0,0,0,
116,8/30/2021 0:00,0,,,360,0,0,0,0,0,
117,8/30/2021 0:00,0,,,356,0,0,0,0,0,
118,8/30/2021 0:00,0,,,352,0,0,0,0,0,
119,8/30/2021 0:00,0,,,352,0,0,0,0,0,
120,8/30/2021 0:01,0,,,356,0,0,0,0,0,
121,8/30/2021 0:01,0,,,360,0,0,0,0,0,
122,8/30/2021 0:01,0,,,356,0,0,0,0,0,
123,8/30/2021 0:01,0,,,352,0,0,0,0,0,
124,8/30/2021 0:01,0,,,352,0,0,0,0,0,
125,8/30/2021 0:01,0,,,356,0,0,0,0,0,
126,8/30/2021 0:01,0,,,360,0,0,0,0,0,
127,8/30/2021 0:01,0,,,356,0,0,0,0,0,
128,8/30/2021 0:01,0,,,352,0,0,0,0,0,
129,8/30/2021 0:01,0,,,352,0,0,0,0,0,
130,8/30/2021 0:01,0,,,356,0,0,0,0,0,
131,8/30/2021 0:01,0,,,356,0,0,0,0,0,
132,8/30/2021 0:01,0,,,356,0,0,0,0,0,
133,8/30/2021 0:01,0,,,352,0,0,0,0,0,
134,8/30/2021 0:01,0,,,352,0,0,0,0,0,
135,8/30/2021 0:01,0,,,356,0,0,0,0,0,
136,8/30/2021 0:01,0,,,360,0,0,0,0,0,
137,8/30/2021 0:01,0,,,356,0,0,0,0,0,
138,8/30/2021 0:01,0,,,352,0,0,0,0,0,
139,8/30/2021 0:01,0,,,352,0,0,0,0,0,
140,8/30/2021 0:02,0,,,356,0,0,0,0,0,
141,8/30/2021 0:02,0,,,356,0,0,0,0,0,
142,8/30/2021 0:02,0,,,356,0,0,0,0,0,
143,8/30/2021 0:02,0,,,352,0,0,0,0,0,
144,8/30/2021 0:02,0,,,352,0,0,0,0,0,
145,8/30/2021 0:02,0,,,352,0,0,0,0,0,
146,8/30/2021 0:02,0,,,356,0,0,0,0,0,
147,8/30/2021 0:02,0,,,356,0,0,0,0,0,
148,8/30/2021 0:02,0,,,352,0,0,0,0,0,
149,8/30/2021 0:02,1,,,352,0,0,0,0,,0
150,8/30/2021 0:02,0,,,352,0,0,0,0,0,
151,8/30/2021 0:02,0,,,356,0,0,0,0,0,
152,8/30/2021 0:02,1,,,356,0,0,0,0,,0
153,8/30/2021 0:02,1,,,364,31,1844,17,0,,31
154,8/30/2021 0:02,1,,,368,27,2118,13,0,,27
155,8/30/2021 0:02,1,,,364,26,1762,15,0,,26
156,8/30/2021 0:02,1,,,368,26,1120,24,1,,26
157,8/30/2021 0:02,1,,,368,0,0,3,2,,0
158,8/30/2021 0:02,0,,,348,0,0,0,3,0,
159,8/30/2021 0:02,0,,,328,0,0,0,2,0,
160,8/30/2021 0:03,0,,,336,0,0,0,0,0,
161,8/30/2021 0:03,1,,,340,0,195,1,0,,0
162,8/30/2021 0:03,1,,,364,34,2281,15,0,,34
163,8/30/2021 0:03,1,,,364,23,1777,13,0,,23
164,8/30/2021 0:03,1,,,364,23,1247,19,0,,23
165,8/30/2021 0:03,1,,,368,7,531,15,2,,7
166,8/30/2021 0:03,1,,,372,1,204,8,3,,1
167,8/30/2021 0:03,1,,,372,6,378,17,4,,6
168,8/30/2021 0:03,1,,,364,0,0,2,6,,0
169,8/30/2021 0:03,0,,,332,0,0,0,5,0,
170,8/30/2021 0:03,0,,,328,0,0,0,6,0,
171,8/30/2021 0:03,0,,,332,0,0,0,5,0,
172,8/30/2021 0:03,0,,,344,0,0,0,4,0,
173,8/30/2021 0:03,0,,,348,0,0,0,1,0,
174,8/30/2021 0:03,0,,,352,0,0,0,0,0,
175,8/30/2021 0:03,0,,,356,0,0,0,0,0,
176,8/30/2021 0:03,0,,,360,0,0,0,0,0,
177,8/30/2021 0:03,0,,,356,0,0,0,0,0,
178,8/30/2021 0:03,0,,,352,0,0,0,0,0,
179,8/30/2021 0:03,0,,,352,0,0,0,0,0,
180,8/30/2021 0:04,0,,,356,0,0,0,0,0,
181,8/30/2021 0:04,0,,,356,0,0,0,0,0,
182,8/30/2021 0:04,0,,,356,0,0,0,0,0,
183,8/30/2021 0:04,0,,,352,0,0,0,0,0,
184,8/30/2021 0:04,0,,,352,0,0,0,0,0,
185,8/30/2021 0:04,0,,,356,0,0,0,0,0,
186,8/30/2021 0:04,0,,,360,0,0,0,0,0,
187,8/30/2021 0:04,0,,,356,0,0,0,0,0,
188,8/30/2021 0:04,0,,,348,0,0,0,0,0,
189,8/30/2021 0:04,0,,,352,0,0,0,0,0,
190,8/30/2021 0:04,0,,,356,0,0,0,0,0,
191,8/30/2021 0:04,0,,,356,0,0,0,0,0,
192,8/30/2021 0:04,0,,,352,0,0,0,0,0,
193,8/30/2021 0:04,0,,,352,0,0,0,0,0,
194,8/30/2021 0:04,0,,,352,0,0,0,0,0,
195,8/30/2021 0:04,0,,,356,0,0,0,0,0,
196,8/30/2021 0:04,0,,,356,0,0,0,0,0,
197,8/30/2021 0:04,0,,,352,0,0,0,0,0,
198,8/30/2021 0:04,0,,,352,0,0,0,0,0,
199,8/30/2021 0:04,0,,,352,0,0,0,0,0,
200,8/30/2021 0:05,0,,,356,0,0,0,0,0,
201,8/30/2021 0:05,0,,,356,0,0,0,0,0,
202,8/30/2021 0:05,0,,,352,0,0,0,0,0,
203,8/30/2021 0:05,0,,,352,0,0,0,0,0,
204,8/30/2021 0:05,0,,,356,0,0,0,0,0,
205,8/30/2021 0:05,0,,,356,0,0,0,0,0,
206,8/30/2021 0:05,0,,,352,0,0,0,0,0,
207,8/30/2021 0:05,0,,,352,0,0,0,0,0,
208,8/30/2021 0:05,0,,,356,0,0,0,0,0,
209,8/30/2021 0:05,0,,,360,0,0,0,0,0,
210,8/30/2021 0:05,0,,,356,0,0,0,0,0,
211,8/30/2021 0:05,0,,,352,0,0,0,0,0,
212,8/30/2021 0:05,0,,,352,0,0,0,0,0,
213,8/30/2021 0:05,0,,,356,0,0,0,0,0,
214,8/30/2021 0:05,0,,,356,0,0,0,0,0,
215,8/30/2021 0:05,0,,,352,0,0,0,0,0,
216,8/30/2021 0:05,1,,,352,0,59,0,0,,0
217,8/30/2021 0:05,1,,,356,31,2109,15,0,,31
218,8/30/2021 0:05,1,,,360,20,1668,12,0,,20
219,8/30/2021 0:05,1,,,364,24,1179,21,0,,24
220,8/30/2021 0:06,1,,,364,30,991,31,3,,30
221,8/30/2021 0:06,1,,,364,35,915,39,4,,35
222,8/30/2021 0:06,1,,,364,38,874,44,5,,38
223,8/30/2021 0:06,1,,,360,39,822,48,6,,39
224,8/30/2021 0:06,1,,,360,42,800,53,7,,42
225,8/30/2021 0:06,1,,,360,42,771,55,8,,42
226,8/30/2021 0:06,1,,,360,43,757,58,9,,43
227,8/30/2021 0:06,1,,,360,0,0,10,9,,0
228,8/30/2021 0:06,0,,,344,0,0,0,9,0,
229,8/30/2021 0:06,0,,,324,0,0,0,8,0,
230,8/30/2021 0:06,0,,,336,0,0,0,8,0,
231,8/30/2021 0:06,0,,,348,0,0,0,8,0,
232,8/30/2021 0:06,0,,,352,0,0,0,8,0,
233,8/30/2021 0:06,0,,,356,0,0,0,7,0,
234,8/30/2021 0:06,0,,,356,0,0,0,8,0,
235,8/30/2021 0:06,0,,,356,0,0,0,8,0,
236,8/30/2021 0:06,0,,,352,0,0,0,8,0,
237,8/30/2021 0:06,0,,,352,0,0,0,7,0,
238,8/30/2021 0:06,0,,,352,0,0,0,6,0,
239,8/30/2021 0:06,0,,,356,0,0,0,4,0,
240,8/30/2021 0:07,0,,,356,0,0,0,5,0,
241,8/30/2021 0:07,0,,,348,0,0,0,5,0,
242,8/30/2021 0:07,0,,,348,0,0,0,5,0,
243,8/30/2021 0:07,0,,,356,0,0,0,3,0,
244,8/30/2021 0:07,0,,,360,0,0,0,0,0,
245,8/30/2021 0:07,0,,,352,0,0,0,0,0,
246,8/30/2021 0:07,0,,,348,0,0,0,0,0,
247,8/30/2021 0:07,0,,,348,0,0,0,0,0,
248,8/30/2021 0:07,0,,,356,0,0,0,0,0,
249,8/30/2021 0:07,0,,,360,0,0,0,0,0,
250,8/30/2021 0:07,0,,,356,0,0,0,0,0,
251,8/30/2021 0:07,0,,,348,0,0,0,0,0,
252,8/30/2021 0:07,0,,,352,0,0,0,0,0,
253,8/30/2021 0:07,0,,,360,0,0,0,0,0,
254,8/30/2021 0:07,0,,,356,0,0,0,0,0,
255,8/30/2021 0:07,0,,,348,0,0,0,0,0,
256,8/30/2021 0:07,0,,,348,0,0,0,0,0,
257,8/30/2021 0:07,0,,,352,0,0,0,0,0,
258,8/30/2021 0:07,0,,,356,0,0,0,0,0,
259,8/30/2021 0:07,0,,,356,0,0,0,0,0,
260,8/30/2021 0:08,0,,,352,0,0,0,0,0,
261,8/30/2021 0:08,0,,,352,0,0,0,0,0,
262,8/30/2021 0:08,0,,,356,0,0,0,0,0,
263,8/30/2021 0:08,0,,,356,0,0,0,0,0,
264,8/30/2021 0:08,0,,,352,0,0,0,0,0,
265,8/30/2021 0:08,0,,,352,0,0,0,0,0,
266,8/30/2021 0:08,0,,,352,0,0,0,0,0,
267,8/30/2021 0:08,0,,,360,0,0,0,0,0,
268,8/30/2021 0:08,0,,,360,0,0,0,0,0,
269,8/30/2021 0:08,0,,,356,0,0,0,0,0,
270,8/30/2021 0:08,1,,,352,24,1739,14,0,,24
271,8/30/2021 0:08,1,,,364,13,1512,9,0,,13
272,8/30/2021 0:08,1,,,364,24,1417,17,0,,24
273,8/30/2021 0:08,1,,,368,28,1035,28,2,,28
274,8/30/2021 0:08,1,,,364,0,0,2,3,,0
275,8/30/2021 0:08,0,,,348,0,0,0,4,0,
276,8/30/2021 0:08,0,,,328,0,0,0,3,0,
277,8/30/2021 0:08,0,,,340,0,0,0,3,0,
278,8/30/2021 0:08,1,,,344,0,169,5,3,,0
279,8/30/2021 0:08,1,,,376,25,785,32,4,,25
280,8/30/2021 0:09,1,,,368,35,854,42,5,,35
281,8/30/2021 0:09,1,,,360,0,0,2,6,,0
282,8/30/2021 0:09,0,,,336,0,0,0,6,0,
283,8/30/2021 0:09,0,,,328,0,0,0,5,0,
284,8/30/2021 0:09,0,,,340,0,0,0,5,0,
285,8/30/2021 0:09,0,,,344,0,0,0,0,0,
286,8/30/2021 0:09,0,,,348,0,0,0,0,0,
287,8/30/2021 0:09,0,,,352,0,0,0,0,0,
288,8/30/2021 0:09,1,,,356,0,159,1,0,,0
289,8/30/2021 0:09,1,,,360,19,1799,11,0,,19
290,8/30/2021 0:09,1,,,364,22,1636,14,0,,22
291,8/30/2021 0:09,1,,,364,26,1182,22,0,,26
292,8/30/2021 0:09,1,,,368,31,992,32,2,,31
293,8/30/2021 0:09,1,,,364,35,909,39,4,,35
294,8/30/2021 0:09,1,,,364,38,876,44,5,,38
295,8/30/2021 0:09,1,,,364,39,830,48,6,,39
296,8/30/2021 0:09,1,,,360,0,0,9,6,,0
297,8/30/2021 0:09,0,,,348,0,0,0,4,0,
298,8/30/2021 0:09,0,,,328,0,0,0,6,0,
299,8/30/2021 0:09,0,,,340,0,0,0,6,0,
300,8/30/2021 0:10,0,,,344,0,0,0,6,0,
301,8/30/2021 0:10,0,,,348,0,0,0,7,0,
302,8/30/2021 0:10,0,,,352,0,0,0,7,0,
303,8/30/2021 0:10,0,,,356,0,0,0,7,0,
304,8/30/2021 0:10,0,,,356,0,0,0,8,0,
305,8/30/2021 0:10,0,,,356,0,0,0,8,0,
306,8/30/2021 0:10,0,,,352,0,0,0,5,0,
307,8/30/2021 0:10,0,,,352,0,0,0,3,0,
308,8/30/2021 0:10,0,,,352,0,0,0,2,0,
309,8/30/2021 0:10,0,,,356,0,0,0,0,0,
310,8/30/2021 0:10,0,,,356,0,0,0,0,0,
311,8/30/2021 0:10,0,,,348,0,0,0,0,0,
312,8/30/2021 0:10,0,,,348,0,0,0,0,0,
313,8/30/2021 0:10,0,,,356,0,0,0,0,0,
314,8/30/2021 0:10,0,,,360,0,0,0,0,0,
315,8/30/2021 0:10,0,,,356,0,0,0,0,0,
316,8/30/2021 0:10,0,,,348,0,0,0,0,0,
317,8/30/2021 0:10,0,,,352,0,0,0,0,0,
318,8/30/2021 0:10,0,,,356,0,0,0,0,0,
319,8/30/2021 0:10,0,,,356,0,0,0,0,0,
320,8/30/2021 0:11,0,,,356,0,0,0,0,0,
321,8/30/2021 0:11,0,,,348,0,0,0,0,0,
322,8/30/2021 0:11,0,,,352,0,0,0,0,0,
323,8/30/2021 0:11,0,,,356,0,0,0,0,0,
324,8/30/2021 0:11,0,,,356,0,0,0,0,0,
325,8/30/2021 0:11,0,,,352,0,0,0,0,0,
326,8/30/2021 0:11,0,,,348,0,0,0,0,0,
327,8/30/2021 0:11,0,,,356,0,0,0,0,0,
328,8/30/2021 0:11,0,,,360,0,0,0,0,0,
329,8/30/2021 0:11,0,,,352,0,0,0,0,0,
330,8/30/2021 0:11,0,,,348,0,0,0,0,0,
331,8/30/2021 0:11,0,,,352,0,0,0,0,0,
332,8/30/2021 0:11,0,,,356,0,0,0,0,0,
333,8/30/2021 0:11,0,,,356,0,0,0,0,0,
334,8/30/2021 0:11,1,,,352,0,133,0,0,,0
335,8/30/2021 0:11,1,,,356,33,2217,15,0,,33
336,8/30/2021 0:11,1,,,364,22,1639,14,0,,22
337,8/30/2021 0:11,1,,,368,26,1182,22,0,,26
338,8/30/2021 0:11,1,,,368,32,1035,31,2,,32
339,8/30/2021 0:11,1,,,364,34,970,36,2,,34
340,8/30/2021 0:12,1,,,364,36,916,40,3,,36
341,8/30/2021 0:12,1,,,364,37,859,44,4,,37
342,8/30/2021 0:12,1,,,364,41,848,49,5,,41
343,8/30/2021 0:12,1,,,364,42,829,51,6,,42
344,8/30/2021 0:12,1,,,364,44,815,54,7,,44
345,8/30/2021 0:12,1,,,364,42,776,55,8,,42
346,8/30/2021 0:12,1,,,364,43,763,57,9,,43
347,8/30/2021 0:12,1,,,364,44,751,59,8,,44
348,8/30/2021 0:12,1,,,364,46,756,61,9,,46
349,8/30/2021 0:12,1,,,364,46,756,61,10,,46
350,8/30/2021 0:12,1,,,364,46,756,61,9,,46
351,8/30/2021 0:12,1,,,364,47,776,61,9,,47
352,8/30/2021 0:12,2,,,364,55,860,64,8,55,
353,8/30/2021 0:12,2,,,380,104,1177,89,8,104,
354,8/30/2021 0:12,2,,,384,106,1142,93,9,106,
355,8/30/2021 0:12,2,,,392,106,1101,97,11,106,
356,8/30/2021 0:12,2,,,392,106,1065,100,12,106,
357,8/30/2021 0:12,2,,,388,110,1041,106,13,110,
358,8/30/2021 0:12,2,,,388,109,1015,108,14,109,
359,8/30/2021 0:12,2,,,388,112,1003,112,14,112,
360,8/30/2021 0:13,2,,,388,112,991,114,13,112,
361,8/30/2021 0:13,2,,,388,115,1000,115,13,115,
362,8/30/2021 0:13,2,,,392,112,980,115,14,112,
363,8/30/2021 0:13,2,,,392,114,985,116,14,114,
364,8/30/2021 0:13,2,,,392,115,983,117,14,115,
365,8/30/2021 0:13,1,,,380,52,669,79,13,,52
366,8/30/2021 0:13,1,,,360,53,668,80,14,,53
367,8/30/2021 0:13,1,,,360,52,659,79,14,,52
368,8/30/2021 0:13,1,,,364,51,654,78,13,,51
369,8/30/2021 0:13,1,,,364,51,654,78,16,,51
370,8/30/2021 0:13,1,,,364,51,657,78,16,,51
371,8/30/2021 0:13,1,,,364,50,650,78,15,,50
372,8/30/2021 0:13,1,,,364,51,647,79,15,,51
373,8/30/2021 0:13,1,,,364,51,648,80,17,,51
374,8/30/2021 0:13,1,,,364,50,625,80,15,,50
375,8/30/2021 0:13,1,,,364,51,628,82,16,,51
376,8/30/2021 0:13,1,,,364,51,618,84,17,,51
377,8/30/2021 0:13,1,,,364,51,619,84,18,,51
378,8/30/2021 0:13,1,,,360,0,0,2,18,,0
379,8/30/2021 0:13,0,,,344,0,0,0,16,0,
380,8/30/2021 0:14,0,,,328,0,0,0,17,0,
381,8/30/2021 0:14,0,,,340,0,0,0,17,0,
382,8/30/2021 0:14,0,,,348,0,0,0,17,0,
383,8/30/2021 0:14,0,,,348,0,0,0,17,0,
384,8/30/2021 0:14,0,,,352,0,0,0,17,0,
385,8/30/2021 0:14,0,,,356,0,0,0,16,0,
386,8/30/2021 0:14,0,,,360,0,0,0,15,0,
387,8/30/2021 0:14,0,,,356,0,0,0,14,0,
388,8/30/2021 0:14,0,,,352,0,0,0,15,0,
389,8/30/2021 0:14,0,,,352,0,0,0,13,0,
390,8/30/2021 0:14,0,,,356,0,0,0,14,0,
391,8/30/2021 0:14,0,,,360,0,0,0,14,0,
392,8/30/2021 0:14,0,,,356,0,0,0,13,0,
393,8/30/2021 0:14,0,,,348,0,0,0,11,0,
394,8/30/2021 0:14,0,,,352,0,0,0,13,0,
395,8/30/2021 0:14,0,,,356,0,0,0,14,0,
396,8/30/2021 0:14,0,,,356,0,0,0,14,0,
397,8/30/2021 0:14,0,,,356,0,0,0,14,0,
398,8/30/2021 0:14,0,,,348,0,0,0,14,0,
399,8/30/2021 0:14,0,,,352,0,0,0,14,0,
400,8/30/2021 0:15,0,,,356,0,0,0,14,0,
401,8/30/2021 0:15,0,,,356,0,0,0,14,0,
402,8/30/2021 0:15,0,,,352,0,0,0,14,0,
403,8/30/2021 0:15,0,,,352,0,0,0,14,0,
404,8/30/2021 0:15,0,,,356,0,0,0,13,0,
405,8/30/2021 0:15,0,,,360,0,0,0,12,0,
406,8/30/2021 0:15,0,,,356,0,0,0,11,0,
407,8/30/2021 0:15,0,,,348,0,0,0,12,0,
408,8/30/2021 0:15,0,,,352,0,0,0,11,0,
409,8/30/2021 0:15,0,,,356,0,0,0,10,0,
410,8/30/2021 0:15,0,,,360,0,0,0,8,0,
411,8/30/2021 0:15,0,,,352,0,0,0,8,0,
412,8/30/2021 0:15,0,,,348,0,0,0,7,0,
413,8/30/2021 0:15,0,,,352,0,0,0,6,0,
414,8/30/2021 0:15,0,,,356,0,0,0,6,0,
415,8/30/2021 0:15,0,,,356,0,0,0,6,0,
416,8/30/2021 0:15,0,,,352,0,0,0,4,0,
417,8/30/2021 0:15,0,,,348,0,0,0,1,0,
418,8/30/2021 0:15,0,,,348,0,0,0,0,0,
419,8/30/2021 0:15,0,,,356,0,0,0,0,0,
420,8/30/2021 0:16,1,,,360,30,2064,15,0,,30
421,8/30/2021 0:16,1,,,360,26,2070,13,0,,26
422,8/30/2021 0:16,1,,,356,22,1726,13,0,,22
423,8/30/2021 0:16,1,,,368,25,1195,21,0,,25
424,8/30/2021 0:16,1,,,368,30,968,32,2,,30
425,8/30/2021 0:16,1,,,364,0,0,1,3,,0
426,8/30/2021 0:16,0,,,332,0,0,0,3,0,
427,8/30/2021 0:16,0,,,328,0,0,0,3,0,
428,8/30/2021 0:16,0,,,340,0,0,0,2,0,
429,8/30/2021 0:16,0,,,344,0,0,0,4,0,
430,8/30/2021 0:16,0,,,348,0,0,0,4,0,
431,8/30/2021 0:16,0,,,352,0,0,0,4,0,
432,8/30/2021 0:16,0,,,356,0,0,0,4,0,
433,8/30/2021 0:16,0,,,360,0,0,0,3,0,
434,8/30/2021 0:16,0,,,356,0,0,0,2,0,
435,8/30/2021 0:16,0,,,352,0,0,0,2,0,
436,8/30/2021 0:16,0,,,352,0,0,0,2,0,
437,8/30/2021 0:16,0,,,356,0,0,0,1,0,
438,8/30/2021 0:16,0,,,356,0,0,0,1,0,
439,8/30/2021 0:16,0,,,352,0,0,0,1,0,
440,8/30/2021 0:17,0,,,348,0,0,0,1,0,
441,8/30/2021 0:17,0,,,352,0,0,0,0,0,
442,8/30/2021 0:17,0,,,356,0,0,0,0,0,
443,8/30/2021 0:17,0,,,356,0,0,0,0,0,
444,8/30/2021 0:17,0,,,348,0,0,0,0,0,
445,8/30/2021 0:17,0,,,348,0,0,0,0,0,
446,8/30/2021 0:17,0,,,356,0,0,0,0,0,
447,8/30/2021 0:17,0,,,356,0,0,0,0,0,
448,8/30/2021 0:17,0,,,356,0,0,0,0,0,
449,8/30/2021 0:17,0,,,348,0,0,0,0,0,
450,8/30/2021 0:17,0,,,348,0,0,0,0,0,
451,8/30/2021 0:17,0,,,356,0,0,0,0,0,
452,8/30/2021 0:17,0,,,356,0,0,0,0,0,
453,8/30/2021 0:17,0,,,352,0,0,0,0,0,
454,8/30/2021 0:17,0,,,348,0,0,0,0,0,
455,8/30/2021 0:17,0,,,352,0,0,0,0,0,
456,8/30/2021 0:17,0,,,356,0,0,0,0,0,
457,8/30/2021 0:17,0,,,356,0,0,0,0,0,
458,8/30/2021 0:17,0,,,352,0,0,0,0,0,
459,8/30/2021 0:17,0,,,348,0,0,0,0,0,
460,8/30/2021 0:18,0,,,356,0,0,0,0,0,
461,8/30/2021 0:18,0,,,356,0,0,0,0,0,
462,8/30/2021 0:18,0,,,356,0,0,0,0,0,
463,8/30/2021 0:18,0,,,348,0,0,0,0,0,
